;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
Total tillförsel exkl. utrikes transport och icke-energiändamål per BNP;0.00;-2.5;-1.4;-3.4;-2.4;-5.4;-9.0;-1.8;-15.9;-17.9
